concept_id
201530
201826
35626070
36684827
36712670
36712686
36712687
36717156
37016163
37016349
37016354
37016768
37017432
37018728
37018912
376065
4030063
40321151
40350749
40350832
40350833
40353859
40386354
40386779
40386781
40386786
40386790
40386791
40386792
40386794
40386798
40386799
40386800
40482801
40483315
40485020
40518517
40518519
40518526
40520431
40545711
40560646
40567643
40575612
40575613
40584911
40585980
40602086
4063043
4099216
4099217
4099651
4102018
4130162
4140466
4142579
4151282
4177050
4193704
4196141
4198296
4200875
4215719
4221487
4221495
4222410
4222415
4222876
4223463
4223739
4226121
4226791
4227824
4228443
4230254
4304377
4312009
4313070
4321756
43530653
43530656
43530685
43530689
43530690
43531010
43531559
43531562
43531563
43531564
43531566
43531577
43531578
43531588
43531597
43531608
43531616
43531651
43531653
443729
443731
443732
443733
443734
45757075
45757255
45757277
45757278
45757280
45757363
45757392
45757435
45757444
45757445
45757446
45757447
45757449
45757450
45757474
45757499
45757508
45763582
45766052
45769828
45769835
45769836
45769872
45769875
45769888
45769889
45769890
45769894
45769905
45769906
45770830
45770831
45770832
45770880
45770881
45770883
45770928
45771064
45771072
45772019
45772060
45773064
46274058
760989
761053
761062
761063
765375
